E   ;01;***;V;****;HEL;HEL;2     ;04;01;01;KESK  ;CENT  ;CENT  ;0002;Helsingin vaalipiiri                    ;Helsingfors valkrets                    ;Riku                                              ;Eskelinen                                         ;1;036;ekoenergiavastaava                                                                                                                                                                                      ;091;Helsinki                                ;Helsingfors                             ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;5     ;07;01;01;RKP   ;SFP   ;SPP   ;0014;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Mikko                                             ;Ollikainen                                        ;1;037;pedagogie magister, kasvatustieteiden maisteri                                                                                                                                                          ;475;Maalahti                                ;Malax                                   ;FI; ; ; ; ;E-2011    ;0003336;
E   ;10;***;V;****;VAA;VAS;5     ;07;01;01;RKP   ;SFP   ;SPP   ;0015;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Joakim                                            ;Strand                                            ;1;032;stadsfullmäktigeordf., juris magister kaupunginvaltuuston puh. joht., oikeustieteen maisteri                                                                                                            ;905;Vaasa                                   ;Vasa                                    ;SV; ; ;1; ;E-2011    ;0002970;
E   ;10;***;V;****;VAA;VAS;5     ;07;01;01;RKP   ;SFP   ;SPP   ;0016;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Marlén                                            ;Timonen                                           ;2;059;skattesekreterare verosihteeri                                                                                                                                                                          ;272;Kokkola                                 ;Karleby                                 ;SV; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;5     ;07;01;01;RKP   ;SFP   ;SPP   ;0017;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Bo-Göran                                          ;Åstrand                                           ;1;050;kyrkoherde kirkkoherra                                                                                                                                                                                  ;598;Pietarsaari                             ;Jakobstad                               ;SV; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0018;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Eila                                              ;Aarnos                                            ;2;066;psykologian tohtori, tutkija                                                                                                                                                                            ;272;Kokkola                                 ;Karleby                                 ;FI; ; ;1; ;E-2011    ;0000548;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0019;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Jan                                               ;Backman                                           ;1;044;autosähkömekaanikko                                                                                                                                                                                     ;905;Vaasa                                   ;Vasa                                    ;FI; ; ; ; ;E-2011    ;0000111;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0020;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Immanuel                                          ;Grönlund                                          ;1;033;web-kehittäjä, opiskelija                                                                                                                                                                               ;743;Seinäjoki                               ;Seinäjoki                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0021;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Mari                                              ;Haapaniemi                                        ;2;042;elintarviketyöntekijä                                                                                                                                                                                   ;743;Seinäjoki                               ;Seinäjoki                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0022;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Sauli                                             ;Isokoski                                          ;1;040;myyjä                                                                                                                                                                                                   ;598;Pietarsaari                             ;Jakobstad                               ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0023;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Juha-Matti                                        ;Kiviluoma                                         ;1;024;ylioppilas, kasvihuonetyöntekijä                                                                                                                                                                        ;846;Teuva                                   ;Östermark                               ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0024;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Antti                                             ;Knuuttila                                         ;1;036;automaatioasentaja                                                                                                                                                                                      ;743;Seinäjoki                               ;Seinäjoki                               ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0025;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Ville                                             ;Korpinen                                          ;1;035;robottihitsausoperaattori                                                                                                                                                                               ;301;Kurikka                                 ;Kurikka                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0026;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Anneli                                            ;Lehto                                             ;2;031;rakennusinsinööri (AMK), ylitarkastaja                                                                                                                                                                  ;905;Vaasa                                   ;Vasa                                    ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0027;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Saana                                             ;Lind                                              ;2;026;opiskelija                                                                                                                                                                                              ;743;Seinäjoki                               ;Seinäjoki                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0028;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Anton                                             ;Meriläinen                                        ;1;034;liikeapulainen, työtön                                                                                                                                                                                  ;272;Kokkola                                 ;Karleby                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0029;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Heikki                                            ;Mustonen                                          ;1;052;pääluottamusmies                                                                                                                                                                                        ;905;Vaasa                                   ;Vasa                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0030;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Kauko                                             ;Niemi                                             ;1;050;myyntiesimies                                                                                                                                                                                           ;421;Lestijärvi                              ;Lestijärvi                              ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0031;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Antti                                             ;Perkkalainen                                      ;1;064;hallintonotaari, eläkkeellä                                                                                                                                                                             ;052;Evijärvi                                ;Evijärvi                                ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0032;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Allan                                             ;Saloranta                                         ;1;056;montör asentaja                                                                                                                                                                                         ;946;Vöyri                                   ;Vörå                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;15    ;05;02;02;VAS   ;VÄNST ;LEFT  ;0033;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Ilmari                                            ;Walker                                            ;1;027;kielenkääntäjä                                                                                                                                                                                          ;905;Vaasa                                   ;Vasa                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0034;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Kim                                               ;Berg                                              ;1;040;röntgenhoitaja, pääluottamusmies                                                                                                                                                                        ;905;Vaasa                                   ;Vasa                                    ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0035;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Steven                                            ;Frostdahl                                         ;1;041;ombudsman asiamies                                                                                                                                                                                      ;893;Uusikaarlepyy                           ;Nykarleby                               ;SV; ; ;1; ;E-2011    ;0003908;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0036;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Joanna                                            ;Juurakko                                          ;2;037;työpajakoordinaattori                                                                                                                                                                                   ;743;Seinäjoki                               ;Seinäjoki                               ;FI; ; ;1; ;E-2011    ;0000964;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0037;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Kirsi                                             ;Kandolin                                          ;2;045;erityisopettaja, yksikönjohtaja                                                                                                                                                                         ;301;Kurikka                                 ;Kurikka                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0038;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Janina                                            ;Lepistö                                           ;2;039;kaavoitusarkkitehti                                                                                                                                                                                     ;905;Vaasa                                   ;Vasa                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0039;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Päivi                                             ;Lester                                            ;2;035;talousvastaava                                                                                                                                                                                          ;598;Pietarsaari                             ;Jakobstad                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0040;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Otto                                              ;Mantere                                           ;1;022;opiskelija                                                                                                                                                                                              ;145;Ilmajoki                                ;Ilmajoki                                ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0041;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Jukka Pekka                                       ;Matintupa                                         ;1;060;aluepäällikkö                                                                                                                                                                                           ;005;Alajärvi                                ;Alajärvi                                ;FI; ; ;1; ;E-2011    ;0000342;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0042;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Matti                                             ;Mustajärvi                                        ;1;057;rakennusmestari, yrittäjä                                                                                                                                                                               ;236;Kaustinen                               ;Kaustby                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0043;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Jorma                                             ;Mäkiranta                                         ;1;059;haastemies                                                                                                                                                                                              ;010;Alavus                                  ;Alavus                                  ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0044;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Matias                                            ;Mäkynen                                           ;1;024;oikeustieteen yo                                                                                                                                                                                        ;905;Vaasa                                   ;Vasa                                    ;FI; ; ;1; ;E-2011    ;0000387;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0045;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Petri                                             ;Partanen                                          ;1;037;pääluottamusmies                                                                                                                                                                                        ;272;Kokkola                                 ;Karleby                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0046;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Peter                                             ;Sjökvist                                          ;1;044;metallarbetare metallityöntekijä                                                                                                                                                                        ;545;Närpiö                                  ;Närpes                                  ;SV; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0047;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Tarja                                             ;Tenkula                                           ;2;054;sairaanhoitaja, terveystieteiden maisteri                                                                                                                                                               ;743;Seinäjoki                               ;Seinäjoki                               ;FI; ; ;1; ;E-2011    ;0002581;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0048;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Jutta                                             ;Urpilainen                                        ;2;039;kansanedustaja, luokanopettaja                                                                                                                                                                          ;272;Kokkola                                 ;Karleby                                 ;FI; ;1;1; ;E-2011    ;0011670;
E   ;10;***;V;****;VAA;VAS;1     ;02;03;03;SDP   ;SDP   ;SDP   ;0049;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Harry                                             ;Wallin                                            ;1;061;kansanedustaja, veturinkuljettaja                                                                                                                                                                       ;743;Seinäjoki                               ;Seinäjoki                               ;FI; ;1;1; ;E-2011    ;0006347;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0050;Vaasan vaalipiiri                       ;Vasa valkrets                           ;May-Gret                                          ;Axell                                             ;2;063;FM, lärare FM, opettaja                                                                                                                                                                                 ;905;Vaasa                                   ;Vasa                                    ;SV; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0051;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Maria                                             ;Hanhisalo                                         ;2;048;toimitusjohtaja, yrittäjä                                                                                                                                                                               ;403;Lappajärvi                              ;Lappajärvi                              ;FI; ; ;1; ;E-2011    ;0000506;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0052;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Patrik                                            ;Hellström                                         ;1;041;pastor, föreståndare                                                                                                                                                                                    ;598;Pietarsaari                             ;Jakobstad                               ;SV; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0053;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Heimo                                             ;Hokkanen                                          ;1;065;faktori                                                                                                                                                                                                 ;905;Vaasa                                   ;Vasa                                    ;FI; ; ;1; ;E-2011    ;0000833;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0054;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Pirkko                                            ;Häli                                              ;2;066;terveydenhoitaja, ensiapukouluttaja                                                                                                                                                                     ;272;Kokkola                                 ;Karleby                                 ;FI; ; ; ; ;E-2011    ;0000913;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0055;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Päivi                                             ;Isuls                                             ;2;057;projektijoht., toiminnanjoht. projektledare, verks. ledare                                                                                                                                              ;287;Kristiinankaupunki                      ;Kristinestad                            ;FI; ; ; ; ;E-2011    ;0000131;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0056;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Helena                                            ;Lahtinen                                          ;2;055;terveydenhoitaja, perusturvajohtaja                                                                                                                                                                     ;408;Lapua                                   ;Lappo                                   ;FI; ; ;1; ;E-2011    ;0001534;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0057;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Jeanette                                          ;Ljungars                                          ;2;044;företagare yrittäjä                                                                                                                                                                                     ;946;Vöyri                                   ;Vörå                                    ;SV; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0058;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Teija                                             ;Muuraiskangas                                     ;2;024;kasvatuspsykologian opiskelija (KK)                                                                                                                                                                     ;272;Kokkola                                 ;Karleby                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0059;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Anna-Liisa                                        ;Punto                                             ;2;037;terveyskeskuslääkäri  hälsocentralläkare                                                                                                                                                                ;905;Vaasa                                   ;Vasa                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0060;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Kimmo                                             ;Rantanen                                          ;1;053;KM, rehtori                                                                                                                                                                                             ;743;Seinäjoki                               ;Seinäjoki                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0061;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Mauri                                             ;Salo                                              ;1;062;yrittäjä                                                                                                                                                                                                ;272;Kokkola                                 ;Karleby                                 ;FI; ; ;1; ;E-2011    ;0000885;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0062;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Saara                                             ;Tikkakoski                                        ;2;060;FM, erityisopettaja                                                                                                                                                                                     ;924;Veteli                                  ;Vetil                                   ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0063;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Kauko                                             ;Turunen                                           ;1;054;toimitusjohtaja, yrittäjä                                                                                                                                                                               ;581;Parkano                                 ;Parkano                                 ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0064;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Tanja                                             ;Ylä-Pöntinen                                      ;2;036;erityisopettaja                                                                                                                                                                                         ;989;Ähtäri                                  ;Etseri                                  ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;9     ;08;04;04;KD    ;KD    ;CD    ;0065;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Peter                                             ;Östman                                            ;1;053;riksdagsledamot kansanedustaja                                                                                                                                                                          ;440;Luoto                                   ;Larsmo                                  ;SV; ;1;1; ;E-2011    ;0005349;
E   ;10;***;V;****;VAA;VAS;25    ;09;05;05;STP   ;FAP   ;LAB   ;0066;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Väinö                                             ;Pietikäinen                                       ;1;079;toiminnanjohtaja                                                                                                                                                                                        ;905;Vaasa                                   ;Vasa                                    ;SV; ; ; ; ;E-2011    ;0000016;
E   ;10;***;V;****;VAA;VAS;25    ;09;05;05;STP   ;FAP   ;LAB   ;0067;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Keijo                                             ;Uusiprosi                                         ;1;035;merkonomi                                                                                                                                                                                               ;232;Kauhajoki                               ;Kauhajoki                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0068;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Aleksi                                            ;Hernesniemi                                       ;1;023;yhteiskuntatieteiden kandidaatti                                                                                                                                                                        ;217;Kannus                                  ;Kannus                                  ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0069;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Reijo                                             ;Hongisto                                          ;1;053;kansanedustaja, vanhempi konstaapeli                                                                                                                                                                    ;934;Vimpeli                                 ;Vimpeli                                 ;FI; ;1;1; ;E-2011    ;0007444;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0070;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Irma                                              ;Kemppainen                                        ;2;055;kiinteistövälittäjä, yrittäjä                                                                                                                                                                           ;272;Kokkola                                 ;Karleby                                 ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0071;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Marko                                             ;Kulpakko                                          ;1;043;koneistaja                                                                                                                                                                                              ;236;Kaustinen                               ;Kaustby                                 ;FI; ; ;1; ;E-2011    ;0001274;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0072;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Anneli                                            ;Manninen                                          ;2;062;konetekniikan diplomi-insinööri                                                                                                                                                                         ;743;Seinäjoki                               ;Seinäjoki                               ;FI; ; ;1; ;E-2011    ;0001106;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0073;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Risto                                             ;Mattila                                           ;1;032;yrittäjä, koneinsinööri                                                                                                                                                                                 ;233;Kauhava                                 ;Kauhava                                 ;FI; ; ;1; ;E-2011    ;0001382;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0074;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Juha                                              ;Mäenpää                                           ;1;043;ammatillinen erityisopettaja, tapaturmaeläkkeellä                                                                                                                                                       ;145;Ilmajoki                                ;Ilmajoki                                ;FI; ; ;1; ;E-2011    ;0001942;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0075;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Jukka                                             ;Mäkynen                                           ;1;053;rakennusmies                                                                                                                                                                                            ;905;Vaasa                                   ;Vasa                                    ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0076;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Eliisa                                            ;Panttila                                          ;2;038;maatalouslomittaja                                                                                                                                                                                      ;846;Teuva                                   ;Östermark                               ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0077;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Marja-Liisa                                       ;Riihimäki                                         ;2;061;yrittäjä, turkkuri                                                                                                                                                                                      ;408;Lapua                                   ;Lappo                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0078;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Juha                                              ;Rikala                                            ;1;050;opettaja                                                                                                                                                                                                ;010;Alavus                                  ;Alavus                                  ;FI; ; ;1; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0079;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Vesa-Matti                                        ;Saarakkala                                        ;1;031;kansanedustaja, yhteiskuntatieteiden kandidaatti                                                                                                                                                        ;301;Kurikka                                 ;Kurikka                                 ;FI; ;1;1; ;E-2011    ;0008276;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0080;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Asko                                              ;Salminen                                          ;1;048;yrittäjä                                                                                                                                                                                                ;399;Laihia                                  ;Laihela                                 ;FI; ; ;1; ;E-2011    ;0001114;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0081;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Maria                                             ;Tolppanen                                         ;2;062;kansanedustaja, toimittaja                                                                                                                                                                              ;905;Vaasa                                   ;Vasa                                    ;FI; ;1;1; ;E-2011    ;0002855;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0082;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Erkki                                             ;Valtamäki                                         ;1;064;toimittaja                                                                                                                                                                                              ;743;Seinäjoki                               ;Seinäjoki                               ;FI; ; ;1; ;E-2011    ;0002306;
E   ;10;***;V;****;VAA;VAS;23    ;03;06;06;PS    ;SAF   ;TF    ;0083;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Micael                                            ;Westerholm                                        ;1;037;yrittäjä företagare                                                                                                                                                                                     ;499;Mustasaari                              ;Korsholm                                ;SV; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;8     ;15;07;07;SKP   ;FKP   ;CPF   ;0084;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Tapio                                             ;Hakala                                            ;1;062;liikuntapaikkojen hoitaja                                                                                                                                                                               ;905;Vaasa                                   ;Vasa                                    ;FI; ; ; ; ;E-2011    ;0000055;
E   ;10;***;V;****;VAA;VAS;8     ;15;07;07;SKP   ;FKP   ;CPF   ;0085;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Reino                                             ;Kolmonen                                          ;1;066;yrittäjä, kiinteistönhoitaja                                                                                                                                                                            ;905;Vaasa                                   ;Vasa                                    ;FI; ; ; ; ;E-2011    ;0000070;
E   ;10;***;V;****;VAA;VAS;8     ;15;07;07;SKP   ;FKP   ;CPF   ;0086;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Heli                                              ;Pohjanhovi                                        ;2;057;kirjastonhoitaja                                                                                                                                                                                        ;905;Vaasa                                   ;Vasa                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;14    ;16;08;08;KTP   ;KAP   ;CWP   ;0087;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Juha                                              ;Päiväniemi                                        ;1;057;ylioppilas                                                                                                                                                                                              ;743;Seinäjoki                               ;Seinäjoki                               ;FI; ; ; ; ;E-2011    ;0000044;
E   ;10;***;V;****;VAA;VAS;30    ;12;09;09;PIR   ;PIR   ;PIR   ;0088;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Mikko                                             ;Kaarlela                                          ;1;030;toimihenkilö, opiskelija                                                                                                                                                                                ;905;Vaasa                                   ;Vasa                                    ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;30    ;12;09;09;PIR   ;PIR   ;PIR   ;0089;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Lassi                                             ;Marttala                                          ;1;034;ohjelmistoalan pienyrittäjä                                                                                                                                                                             ;010;Alavus                                  ;Alavus                                  ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;30    ;12;09;09;PIR   ;PIR   ;PIR   ;0090;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Marika                                            ;Miettinen                                         ;2;026;kokkiopiskelija                                                                                                                                                                                         ;408;Lapua                                   ;Lappo                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;10;***;V;****;VAA;VAS;30    ;12;09;09;PIR   ;PIR   ;PIR   ;0091;Vaasan vaalipiiri                       ;Vasa valkrets                           ;Tapio                                             ;Perälä                                            ;1;032;työsuojeluvaltuutettu, product support engineer                                                                                                                                                         ;743;Seinäjoki                               ;Seinäjoki                               ;FI; ; ; ; ;E-2011    ;0000000;
